evidence_link_id,joomla_article_id,article_title,source_url,normalized_url,storage_provider,storage_scope,probable_owner,access_status,file_name,file_type,category,issue,indicator_codes,mapping_status,confidence,occurrence_count,duplicate_group,ownership_risk,migration_priority,recommended_destination,last_checked_at,notes
SP-0031,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD2v14GtNldRrH9OsHaj10BAVUvY6einadAvxseNJRXhwI?e=9c7j9R,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD2v14GtNldRrH9OsHaj10BAVUvY6einadAvxseNJRXhwI,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.2 การรณรงค์ไม่สูบบุหรี่หรือมีการกำหนดพื้นที่สูบ,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,2,DUP-e5fa06,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0032,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAYZKbt8DZnR7T6LO8vJXm8Af70XBdqnp3vec2aIgrFP_w?e=TQ9u2G,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAYZKbt8DZnR7T6LO8vJXm8Af70XBdqnp3vec2aIgrFP_w,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,ภัยฯ 2568,binary_document,5,5.5,5.5.1,probable,medium,2,DUP-aecc1c,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
SP-0033,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAYZKbt8DZnR7T6LO8vJXm8Af70XBdqnp3vec2aIgrFP_w?e=TQ9u2G,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAYZKbt8DZnR7T6LO8vJXm8Af70XBdqnp3vec2aIgrFP_w,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,ภัยฯ 2568,binary_document,5,5.5,5.5.1,probable,medium,2,DUP-aecc1c,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
SP-0034,30,หมวดที่ 5 — สภาพแวดล้อมและความปลอดภัย,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBzUqgnIy0bR4bhxynMCkw3AaJ_NJHSlkUuhj_qU2SqP08?e=4i43rR,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBzUqgnIy0bR4bhxynMCkw3AaJ_NJHSlkUuhj_qU2SqP08,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,สภาพแวดล้อมและความปลอดภัย,binary_document,5,,,needs_review,low,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Category header page — indicator mapping requires link-level context
SP-0035,32,หมวดที่ 7 — การดำเนินงานสำนักงานสีเขียวเพื่อความต่อเนื่อง,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCA8FNqsA3VTp7Yao-2ynkhAYhIPcQVureMkRFms6j_LjU?e=dk2Ibk,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCA8FNqsA3VTp7Yao-2ynkhAYhIPcQVureMkRFms6j_LjU,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,หมวดที่ 7 — การดำเนินงานสำนักงานสีเขียวเพื่อความต่อเนื่อง,binary_document,7,,,needs_review,low,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Category header page — indicator mapping requires link-level context
SP-0036,33,1.1 การกำหนดแนวทางการดำเนินงานสำนักงานสีเขียว,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQC4RtE-sdJ3S5lTho_5K7LZAXPOPkrh0DaYiJjvTpla_Vc?e=1IwmdT,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQC4RtE-sdJ3S5lTho_5K7LZAXPOPkrh0DaYiJjvTpla_Vc,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,AUTHENTICATED_REACHABLE,sharepoint_item_IQC4RtE-sdJ3,binary_document,1,1.1,1.1.1|1.1.2|1.1.3|1.1.4,probable,medium,1,,high,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.1
SP-0037,35,1.3 การระบุประเด็นปัญหาทรัพยากรและสิ่งแวดล้อม,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCKX3IaA9YLSKP3Itizabt0AXe_Bv7CPGWlWeEa5fYE6Ww?e=30GcMd,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCKX3IaA9YLSKP3Itizabt0AXe_Bv7CPGWlWeEa5fYE6Ww,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,AUTHENTICATED_REACHABLE,sharepoint_item_IQCKX3IaA9YL,binary_document,1,1.3,1.3.1|1.3.2|1.3.3,probable,medium,1,,high,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.3
SP-0038,35,1.3 การระบุประเด็นปัญหาทรัพยากรและสิ่งแวดล้อม,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQC6RKpsJyiXSI_DOjD_voQeAaqqlM3KiGSNWLP8AxZBtnw?e=SoUo1b,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQC6RKpsJyiXSI_DOjD_voQeAaqqlM3KiGSNWLP8AxZBtnw,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,1.3.1(1) ตารางวิเคราะห์กระบวนการทำงาน,binary_document,1,1.3,1.3.1|1.3.2|1.3.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.3
SP-0039,35,1.3 การระบุประเด็นปัญหาทรัพยากรและสิ่งแวดล้อม,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCeZ4j-d5CZQKmd4PkrDjEjAX45iGZNRdxZfYBv-31Nklw?e=HsFbfr,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCeZ4j-d5CZQKmd4PkrDjEjAX45iGZNRdxZfYBv-31Nklw,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,1.3.1(2) ทะเบียนระบุและประเมินฯด้านทรัพยากร,binary_document,1,1.3,1.3.1|1.3.2|1.3.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.3
SP-0040,35,1.3 การระบุประเด็นปัญหาทรัพยากรและสิ่งแวดล้อม,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCqdbAL87TaQK0ChXBiz5Z4AUed5RWcjdfgYGFsi31c-wg?e=PNybHb,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCqdbAL87TaQK0ChXBiz5Z4AUed5RWcjdfgYGFsi31c-wg,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,1.3.1(3) ทะเบียนระบุและประเมินฯด้านมลพิษ,binary_document,1,1.3,1.3.1|1.3.2|1.3.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.3
SP-0041,35,1.3 การระบุประเด็นปัญหาทรัพยากรและสิ่งแวดล้อม,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCW_f9bsU7gRa8jZ-Z9tNHLAQm0JyyAor9kvRQYp6p7abU?e=aflsO4,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCW_f9bsU7gRa8jZ-Z9tNHLAQm0JyyAor9kvRQYp6p7abU,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,1.3.1(4) ทะเบียนจัดลำดับปัญหาฯที่มีนัยยะสำคัญ,binary_document,1,1.3,1.3.1|1.3.2|1.3.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.3
SP-0042,35,1.3 การระบุประเด็นปัญหาทรัพยากรและสิ่งแวดล้อม,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBnDcvGtceLQ4-DDCNBLjteAc5GM5wih4Y_k45B1nsL338?e=XhsoP2,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBnDcvGtceLQ4-DDCNBLjteAc5GM5wih4Y_k45B1nsL338,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,1.3.1 ทะเบียนจัดลำดับปัญหาฯด้านมลพิษที่มีนัยยะสำคัญ,binary_document,1,1.3,1.3.1|1.3.2|1.3.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.3
SP-0043,35,1.3 การระบุประเด็นปัญหาทรัพยากรและสิ่งแวดล้อม,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAXyOgl4u7pQqQM81Y6cgi3AfbnRQ2chCtwb_Zyp4g6f14?e=jA8y9S,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAXyOgl4u7pQqQM81Y6cgi3AfbnRQ2chCtwb_Zyp4g6f14,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,AUTHENTICATED_REACHABLE,sharepoint_item_IQAXyOgl4u7p,binary_document,1,1.3,1.3.1|1.3.2|1.3.3,probable,medium,1,,high,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.3
SP-0044,36,1.4 กฎหมายและข้อกำหนดอื่นๆ ที่เกี่ยวข้อง,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCrABhd9KJVRb7VDSYFHkSSARu_kPPHSfdJa79lFAPiVJc?e=lApdfb,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCrABhd9KJVRb7VDSYFHkSSARu_kPPHSfdJa79lFAPiVJc,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,1.4.1(1) ทะเบียนกฎหมายสิ่งแวดล้อม ปี 2568,binary_document,1,1.4,1.4.1|1.4.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.4
SP-0045,37,1.5 ข้อมูลก๊าซเรือนกระจก,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBIROYaTmqSSqXAkTMn_cM0AWYIFrc6CV7fSWq4X0fQYeU?e=Mt967o,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBIROYaTmqSSqXAkTMn_cM0AWYIFrc6CV7fSWq4X0fQYeU,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQBIROYaTmqS,binary_document,1,1.5,1.5.1|1.5.2|1.5.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.5
SP-0046,37,1.5 ข้อมูลก๊าซเรือนกระจก,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/IQAYqO7zIhToQoY0jg0XMQ2KAVvO-4NpnWizfw0rCoNCJ6g?e=kV5Vzw,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/IQAYqO7zIhToQoY0jg0XMQ2KAVvO-4NpnWizfw0rCoNCJ6g,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- แบบฟอร์ม 1.5.1(1) ปี68,spreadsheet,1,1.5,1.5.1|1.5.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,"Anchor text ""- แบบฟอร์ม 1.5.1(1) ปี68"" matches indicator pattern"
SP-0047,37,1.5 ข้อมูลก๊าซเรือนกระจก,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/IQAh-Jq8-GxaR4R-x2BeYZKXAakh7ZBTFxTvJ2lGpPOkKNc?e=HudkSC,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/IQAh-Jq8-GxaR4R-x2BeYZKXAakh7ZBTFxTvJ2lGpPOkKNc,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- แบบฟอร์ม 1.5.1(2) ปี67-66,spreadsheet,1,1.5,1.5.1|1.5.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,"Anchor text ""- แบบฟอร์ม 1.5.1(2) ปี67-66"" matches indicator pattern"
SP-0048,37,1.5 ข้อมูลก๊าซเรือนกระจก,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAbwr0kbFPGS5MAHjLoOXUbAU_VUdP_4MwMj4M125xys4Q?e=nZETeR,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAbwr0kbFPGS5MAHjLoOXUbAU_VUdP_4MwMj4M125xys4Q,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQAbwr0kbFPG,binary_document,1,1.5,1.5.1|1.5.2|1.5.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.5
SP-0049,38,1.6 แผนการดำเนินงานและโครงการเพื่อมุ่งสู่การลดก๊าซเรือนกระจก,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA4hKaJNbp-T5UNHjqXmM1dAeeArtszlog4yJepvhHYvds?e=Sxm2CC,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA4hKaJNbp-T5UNHjqXmM1dAeeArtszlog4yJepvhHYvds,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQA4hKaJNbp-,binary_document,1,1.6,1.6.1|1.6.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.6
SP-0050,38,1.6 แผนการดำเนินงานและโครงการเพื่อมุ่งสู่การลดก๊าซเรือนกระจก,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQB21QQDfSNeRoXwgsVLxDQ0AdtTJXKPk0cQ0jzH4PO6rSM?e=skyZo9,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQB21QQDfSNeRoXwgsVLxDQ0AdtTJXKPk0cQ0jzH4PO6rSM,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQB21QQDfSNe,binary_document,1,1.6,1.6.1|1.6.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.6
SP-0051,38,1.6 แผนการดำเนินงานและโครงการเพื่อมุ่งสู่การลดก๊าซเรือนกระจก,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA_phQbCv3cT5ETq7o2n0vuAfOfO5v5YHTR5CcV0frbMT4?e=eBiedt,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA_phQbCv3cT5ETq7o2n0vuAfOfO5v5YHTR5CcV0frbMT4,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,1.6.2(1) รายงานโครงการสำนักงานสีเขียว กิจกรรม 5ส และ Big cleaning day 2025,binary_document,1,1.6,1.6.1|1.6.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 1.6
SP-0052,41,2.1 การอบรมให้ความรู้และประเมินความเข้าใจ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD097NPn2l0RqrRGP-1D6xAAclVYVd-MYrEQfIjjsankGI?e=mvh8Y8,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD097NPn2l0RqrRGP-1D6xAAclVYVd-MYrEQfIjjsankGI,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,AUTHENTICATED_REACHABLE,sharepoint_item_IQD097NPn2l0,binary_document,2,2.1,2.1.1|2.1.2|2.1.3,probable,medium,1,,high,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 2.1
SP-0053,41,2.1 การอบรมให้ความรู้และประเมินความเข้าใจ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDbvViJK2zITrJKerTb5YlrAbAynSzQrAJOMS4Gwwp-qTw?e=aO9yGq,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDbvViJK2zITrJKerTb5YlrAbAynSzQrAJOMS4Gwwp-qTw,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,AUTHENTICATED_REACHABLE,sharepoint_item_IQDbvViJK2zI,binary_document,2,2.1,2.1.1|2.1.2|2.1.3,probable,medium,1,,high,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 2.1
SP-0054,43,3.1 การใช้น้ำ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDzn-RPP_HjQZXJJFQXIHsrAXF49EtCX1g-oeUxBOZr_5Q?e=TeY34k,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDzn-RPP_HjQZXJJFQXIHsrAXF49EtCX1g-oeUxBOZr_5Q,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQDzn-RPP_Hj,binary_document,3,3.1,3.1.1|3.1.2|3.1.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 3.1
SP-0055,43,3.1 การใช้น้ำ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD0Ds-TUk-3S7EljZ71zE9BAXRfKW_LFaLuDEUMSMAjL8Q?e=j4XSuc,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD0Ds-TUk-3S7EljZ71zE9BAXRfKW_LFaLuDEUMSMAjL8Q,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,3.1.1(1) มาตรการแนวทางการใช้น้ำ,binary_document,3,3.1,3.1.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,"Anchor text ""3.1.1(1) มาตรการแนวทางการใช้น้ำ"" matches indicator pattern"
SP-0056,43,3.1 การใช้น้ำ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCCNm4xkOOoR5n4JWdgq5zIAWl9bzgITKr3vc3I7KEaMkM?e=dN5RQb,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCCNm4xkOOoR5n4JWdgq5zIAWl9bzgITKr3vc3I7KEaMkM,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,3.1.1(2) ปริมาณน้ำทิ้งจากเครื่องปรับอากาศ,binary_document,3,3.1,3.1.1|3.1.2|3.1.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 3.1
SP-0057,43,3.1 การใช้น้ำ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBZsx1N_x_qTZYrWDD_B37yAb6G5wMxGkZQdAtJaWIbkhk?e=dwwBOK,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBZsx1N_x_qTZYrWDD_B37yAb6G5wMxGkZQdAtJaWIbkhk,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQBZsx1N_x_q,binary_document,3,3.1,3.1.1|3.1.2|3.1.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 3.1
SP-0058,43,3.1 การใช้น้ำ,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/Ed9yefosFCFPh1H_0I0Mb0gBs07imx2AywWkmGDK3ZxkxQ?e=XJIRFa,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/Ed9yefosFCFPh1H_0I0Mb0gBs07imx2AywWkmGDK3ZxkxQ,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,3.1.(1) ข้อมูลปริมาณการใช้น้ำและวิเคราะห์ผล .xlsx,spreadsheet,3,3.1,3.1.2,confirmed,high,1,,critical,P0_CRITICAL,dashboard_data_pipeline,2026-07-20T13:49:13.092364+07:00,"Anchor text ""3.1.(1) ข้อมูลปริมาณการใช้น้ำและวิเคราะห์ผล .xlsx"" matches indicator pattern"
SP-0059,43,3.1 การใช้น้ำ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAY7H4wPqgjS5FkYj_ckHcQAcC8J_n3s68go4t_SqukI0w?e=CthjM1,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAY7H4wPqgjS5FkYj_ckHcQAcC8J_n3s68go4t_SqukI0w,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQAY7H4wPqgj,binary_document,3,3.1,3.1.1|3.1.2|3.1.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 3.1
SP-0060,43,3.1 การใช้น้ำ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAIGzsXI7wsRZLi0Md58jvbAU5sPaONXomoYP-JlaKUxMQ?e=enSzP5,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAIGzsXI7wsRZLi0Md58jvbAU5sPaONXomoYP-JlaKUxMQ,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,3.1.3 การปฏิบัติตามมาตรการประหยัดน้ำในพื้นที่ทำงาน,binary_document,3,3.1,3.1.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,"Anchor text ""3.1.3 การปฏิบัติตามมาตรการประหยัดน้ำในพื้นที่ทำงาน"" matches indicator pattern"
SP-0061,44,3.2 การใช้พลังงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAUiuq5ih1EQ4TdIVKlRy1NAZfCvmD9L1rVyGrRNNHGFoA?e=RtsCxa,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAUiuq5ih1EQ4TdIVKlRy1NAZfCvmD9L1rVyGrRNNHGFoA,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,AUTHENTICATED_REACHABLE,sharepoint_item_IQAUiuq5ih1E,binary_document,3,3.2,3.2.1|3.2.2|3.2.3|3.2.4|3.2.5,probable,medium,1,,high,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 3.2
SP-0062,44,3.2 การใช้พลังงาน,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/EQ1j2DbbdF9IkToyjdQL_QUBL6Lp80U6wlInRdYFcxeTEw?e=ueSGPL,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/EQ1j2DbbdF9IkToyjdQL_QUBL6Lp80U6wlInRdYFcxeTEw,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,3.2.2(1) ข้อมูลการใช้ไฟฟ้าต่อหน่วยเปรียบเทียบกับเป้าหมาย และวิเคราะห์ผล .xlsx,spreadsheet,3,3.2,3.2.2,confirmed,high,1,,critical,P0_CRITICAL,dashboard_data_pipeline,2026-07-20T13:49:13.092364+07:00,"Anchor text ""3.2.2(1) ข้อมูลการใช้ไฟฟ้าต่อหน่วยเปรียบเทียบกับเป้าหมาย และ"" matches indicator pattern"
SP-0063,44,3.2 การใช้พลังงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCiFsghTHAXRqyFPKs1YR6ZAZTZfQjbkxyThTalLJySJ7E?e=CDMDQq,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCiFsghTHAXRqyFPKs1YR6ZAZTZfQjbkxyThTalLJySJ7E,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,3.2.4(2) รายงานการใช้รถยนต์,binary_document,3,3.2,3.2.1|3.2.2|3.2.3|3.2.4|3.2.5,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 3.2
SP-0064,44,3.2 การใช้พลังงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAXY8DDqNxLQaTTXff_pPQyARsqUVXbSs97F7VN6w-y1N8?e=ejZj6B,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAXY8DDqNxLQaTTXff_pPQyARsqUVXbSs97F7VN6w-y1N8,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQAXY8DDqNxL,binary_document,3,3.2,3.2.1|3.2.2|3.2.3|3.2.4|3.2.5,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 3.2
