relative_path,filename,extension,file_type,risk_classification,recommended_exclusion,size_bytes
administrator/components/com_sppagebuilder/sql/updates/mysql/5.5.2.sql,5.5.2.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.8.sql,5.0.8.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.5.sql,5.0.5.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.9.sql,3.8.9.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.5.sql,3.8.5.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.2.sql,4.0.2.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.5.5.sql,5.5.5.sql,sql,database_dump,database_dump,exclude,372
administrator/components/com_sppagebuilder/sql/updates/mysql/3.1-2018-01-01.sql,3.1-2018-01-01.sql,sql,database_dump,database_dump,exclude,328
administrator/components/com_sppagebuilder/sql/updates/mysql/5.2.1.sql,5.2.1.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.7.5.sql,3.7.5.sql,sql,database_dump,database_dump,exclude,1495
administrator/components/com_sppagebuilder/sql/updates/mysql/5.2.9.sql,5.2.9.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.3.8.sql,5.3.8.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/6.0.0.sql,6.0.0.sql,sql,database_dump,database_dump,exclude,1265
administrator/components/com_sppagebuilder/sql/updates/mysql/5.6.1.sql,5.6.1.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.3.3.sql,5.3.3.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.7.sql,5.1.7.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.5.sql,5.1.5.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.0-beta.2.sql,5.0.0-beta.2.sql,sql,database_dump,database_dump,exclude,946
administrator/components/com_sppagebuilder/sql/updates/mysql/3.7.14.sql,3.7.14.sql,sql,database_dump,database_dump,exclude,1481
administrator/components/com_sppagebuilder/sql/updates/mysql/5.7.1.sql,5.7.1.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.5.0-beta.1.sql,5.5.0-beta.1.sql,sql,database_dump,database_dump,exclude,24
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.3.sql,3.8.3.sql,sql,database_dump,database_dump,exclude,163
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.8.sql,5.1.8.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.3.7.sql,5.3.7.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.2.sql,5.1.2.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/6.1.2.sql,6.1.2.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.0.sql,4.0.0.sql,sql,database_dump,database_dump,exclude,796
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.6.sql,3.8.6.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.4.sql,5.1.4.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.10.sql,3.8.10.sql,sql,database_dump,database_dump,exclude,9
administrator/components/com_sppagebuilder/sql/updates/mysql/5.4.1.sql,5.4.1.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.7.sql,3.8.7.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.3.sql,5.1.3.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.0-rc.3.sql,5.0.0-rc.3.sql,sql,database_dump,database_dump,exclude,1806
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.6.sql,4.0.6.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.1.sql,5.0.1.sql,sql,database_dump,database_dump,exclude,79
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.8.sql,3.8.8.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.4.sql,5.0.4.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.1.sql,4.0.1.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/3.7.15.sql,3.7.15.sql,sql,database_dump,database_dump,exclude,13
administrator/components/com_sppagebuilder/sql/updates/mysql/5.2.2.sql,5.2.2.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.3.sql,4.0.3.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.7.sql,5.0.7.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.9.sql,5.0.9.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.4.sql,4.0.4.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.5.3.sql,5.5.3.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.0-beta.3.sql,5.0.0-beta.3.sql,sql,database_dump,database_dump,exclude,127
administrator/components/com_sppagebuilder/sql/updates/mysql/5.4.2.sql,5.4.2.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/6.1.1.sql,6.1.1.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.2.7.sql,5.2.7.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.6.sql,5.1.6.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.0.sql,3.8.0.sql,sql,database_dump,database_dump,exclude,12
administrator/components/com_sppagebuilder/sql/updates/mysql/6.2.2.sql,6.2.2.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.5.0.sql,5.5.0.sql,sql,database_dump,database_dump,exclude,3737
administrator/components/com_sppagebuilder/sql/updates/mysql/5.7.2.sql,5.7.2.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/2.4.7-2017-05-31.sql,2.4.7-2017-05-31.sql,sql,database_dump,database_dump,exclude,404
administrator/components/com_sppagebuilder/sql/updates/mysql/5.5.4.sql,5.5.4.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.10.sql,4.0.10.sql,sql,database_dump,database_dump,exclude,9
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.8.sql,4.0.8.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/1.0.8-2016-01-20.sql,1.0.8-2016-01-20.sql,sql,database_dump,database_dump,exclude,111
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.5.sql,4.0.5.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.4.5.sql,5.4.5.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.7.13.sql,3.7.13.sql,sql,database_dump,database_dump,exclude,9
administrator/components/com_sppagebuilder/sql/updates/mysql/3.8.2.sql,3.8.2.sql,sql,database_dump,database_dump,exclude,12
administrator/components/com_sppagebuilder/sql/updates/mysql/5.5.7.sql,5.5.7.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.3.6.sql,5.3.6.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/6.1.0.sql,6.1.0.sql,sql,database_dump,database_dump,exclude,155
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.6.sql,5.0.6.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/2.4.8-2017-06-22.sql,2.4.8-2017-06-22.sql,sql,database_dump,database_dump,exclude,75
administrator/components/com_sppagebuilder/sql/updates/mysql/5.3.4.sql,5.3.4.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.4.0.sql,5.4.0.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.2.5.sql,5.2.5.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.0-2017-11-13.sql,3.0-2017-11-13.sql,sql,database_dump,database_dump,exclude,333
administrator/components/com_sppagebuilder/sql/updates/mysql/5.2.8.sql,5.2.8.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.7.1-2020-02-20.sql,3.7.1-2020-02-20.sql,sql,database_dump,database_dump,exclude,140
administrator/components/com_sppagebuilder/sql/updates/mysql/6.2.1.sql,6.2.1.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.0.sql,5.1.0.sql,sql,database_dump,database_dump,exclude,477
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.0-rc.2.sql,5.0.0-rc.2.sql,sql,database_dump,database_dump,exclude,89
administrator/components/com_sppagebuilder/sql/updates/mysql/5.2.6.sql,5.2.6.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.10.sql,5.0.10.sql,sql,database_dump,database_dump,exclude,18
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.11.sql,4.0.11.sql,sql,database_dump,database_dump,exclude,9
administrator/components/com_sppagebuilder/sql/updates/mysql/3.6.2-2019-08-20.sql,3.6.2-2019-08-20.sql,sql,database_dump,database_dump,exclude,167
administrator/components/com_sppagebuilder/sql/updates/mysql/5.6.0.sql,5.6.0.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/1.0.7-2015-10-12.sql,1.0.7-2015-10-12.sql,sql,database_dump,database_dump,exclude,824
administrator/components/com_sppagebuilder/sql/updates/mysql/4.0.9.sql,4.0.9.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/3.7.16.sql,3.7.16.sql,sql,database_dump,database_dump,exclude,13
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.2.sql,5.0.2.sql,sql,database_dump,database_dump,exclude,154
administrator/components/com_sppagebuilder/sql/updates/mysql/6.3.0.sql,6.3.0.sql,sql,database_dump,database_dump,exclude,101
administrator/components/com_sppagebuilder/sql/updates/mysql/6.2.3.sql,6.2.3.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.3.5.sql,5.3.5.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/3.7.10.sql,3.7.10.sql,sql,database_dump,database_dump,exclude,10
administrator/components/com_sppagebuilder/sql/updates/mysql/5.1.9.sql,5.1.9.sql,sql,database_dump,database_dump,exclude,17
administrator/components/com_sppagebuilder/sql/updates/mysql/5.0.3.sql,5.0.3.sql,sql,database_dump,database_dump,exclude,8
administrator/components/com_sppagebuilder/sql/updates/mysql/5.5.6.sql,5.5.6.sql,sql,database_dump,database_dump,exclude,17
